ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime
8368699,11,58,8,B,F,South East,London,Gold,6000,2
3656231,12,40,53,F,F,South East,S & S East,Silver,2400,1
7125661,18,32,49,F,F,South East,London,Tin,0.01,8
1532108,7,56,25,C,NA,Midlands,East,Silver,1000,8
6608416,8,41,27,D,M,Scottish,C Scotland,Tin,0.01,5
5368469,10,50,28,D,F,North,N West,Tin,0.01,5
7790311,11,51,12,B,NA,North,Yorkshire,Tin,0.01,9
2149814,NA,NA,27,D,F,South East,London,Tin,0.01,7
9765134,16,28,26,C,M,South East,London,Tin,0.01,4
7275310,14,43,38,E,M,Scottish,C Scotland,Silver,100,7
7648013,4,60,44,E,F,South East,London,Silver,3017.78,5
8815020,7,64,4,A,F,South East,London,Gold,10000,5
1096047,15,58,52,F,U,South East,London,Tin,0.01,7
2296657,11,50,33,D,F,Midlands,East,Tin,0.01,8
6623531,14,NA,17,C,F,North,N East,Tin,0.01,4
5527782,10,53,3,A,F,Scottish,C Scotland,Silver,1938.13,6
1817202,11,53,41,E,M,South East,London,Tin,0.01,8
5092092,11,58,3,A,F,South East,London,Gold,7800,19
9079798,23,54,23,C,F,Midlands,East,Silver,2500,3
2057326,11,33,25,C,M,South East,London,Tin,0.01,5
4583660,7,48,9,B,F,South East,London,Tin,0.01,8
5941494,14,NA,17,C,F,North,N West,Tin,0.01,8
5440194,10,43,25,C,F,North,N West,Tin,0.01,8
5848234,8,52,25,C,F,North,N West,Gold,11000,7
9536139,8,68,43,E,U,South East,S & S East,Silver,3000,9
1999277,4,37,36,E,F,South East,London,Silver,4800,8
8479484,13,54,24,C,F,Midlands,Midlands,Tin,0.01,7
6567305,4,64,49,F,NA,Midlands,Wales & West,Tin,0.01,7
3207666,16,40,51,F,F,South East,S & S East,Silver,1000,9
8309784,20,55,18,C,NA,South East,London,Silver,3000,8
7126834,6,43,22,C,M,North,N West,Tin,0.01,4
6410837,8,61,27,D,F,South East,London,Tin,0.01,8
2346767,9,63,5,B,F,South East,London,Silver,77.79,2
8867542,9,62,52,F,M,Midlands,Midlands,Tin,0.01,8
6624570,9,35,51,F,NA,Midlands,Wales & West,Silver,100,8
1186401,7,NA,6,B,NA,Midlands,Wales & West,Gold,12000,10
2005446,15,41,53,F,F,Midlands,East,Silver,2035.01,8
9191012,9,50,19,C,M,South East,S & S East,Silver,100,1
1104189,12,43,12,B,F,South East,S & S East,Silver,1800,1
9551487,8,45,47,F,M,South East,London,Gold,6053.34,4
4947244,9,37,28,D,M,South East,S & S East,Tin,0.01,9
9855329,8,49,50,F,F,Midlands,Midlands,Tin,0.01,5
1680198,7,62,51,F,M,South East,London,Silver,2000,3
5905153,12,49,49,F,M,Scottish,C Scotland,Silver,0.02,5
2220475,NA,51,2,A,NA,Midlands,Wales & West,Gold,20000,6
5809623,NA,55,1,A,F,North,N West,Tin,0.01,7
8825968,10,46,21,C,M,South East,London,Silver,420,11
9383151,10,50,52,F,F,Scottish,C Scotland,Platinum,22380.66,0
4452821,10,36,53,F,F,North,N West,Tin,0.01,5
6156323,7,51,35,D,M,Midlands,Wales & West,Silver,5000,13
5011328,11,75,6,B,M,North,N West,Gold,6053.82,12
1541411,15,35,7,B,F,South East,London,Silver,1000,4
2482220,6,64,37,E,M,NA,NA,Gold,6000,5
801996,7,41,37,E,F,South East,London,Silver,480,4
2030363,5,53,49,F,F,Scottish,N Scot,Tin,0.01,5
4753096,NA,68,19,C,F,Midlands,Midlands,Gold,6000,2
8958026,8,36,12,B,F,South East,London,Tin,0.01,8
4409272,8,76,38,E,M,South East,London,Silver,2623.91,4
3679183,8,44,NA,NA,F,Midlands,Ulster,Tin,0.01,7
417426,11,67,32,D,F,North,Yorkshire,Silver,0.02,5
4448233,13,71,22,C,F,South East,London,Silver,5000,12
3008704,11,66,46,F,U,South West,S West,Silver,1000,7
3207800,9,64,14,B,NA,South East,London,Tin,0.01,10
6432138,7,52,17,C,F,NA,NA,Gold,19000,14
4471619,7,44,44,E,U,Midlands,East,Silver,1580,1
1821532,11,47,37,E,F,South East,London,Tin,0.01,5
3592717,4,43,28,D,U,South East,London,Silver,2000,4
5113813,7,38,NA,NA,F,Midlands,Midlands,Tin,0.01,8
344657,12,76,2,A,NA,Scottish,C Scotland,Gold,6053.35,20
6609518,8,NA,4,A,M,North,Yorkshire,Silver,3000,2
7320115,9,60,52,F,F,South East,S & S East,Silver,4000,6
6882919,6,77,26,C,NA,South East,London,Silver,3052.66,22
8277057,8,55,32,D,M,North,N East,Silver,4500,1
4140700,12,63,32,D,F,Midlands,Midlands,Silver,1100,8
8225196,9,42,53,F,F,South East,London,Tin,0.01,8
6213196,11,57,25,C,F,South East,London,Gold,6000,2
6807240,10,49,4,A,M,South East,London,Silver,3000,5
1354713,7,58,51,F,F,Midlands,Midlands,Silver,4085.03,9
6250512,7,76,28,D,F,NA,NA,Platinum,31000,5
1648167,10,74,12,B,NA,North,Yorkshire,Gold,9884.25,8
7163897,6,51,51,F,F,NA,NA,Silver,2730,4
9057635,9,62,35,D,F,North,N West,Tin,0.01,9
5027711,8,59,13,B,M,Scottish,N Scot,Tin,0.01,16
6988612,8,37,27,D,U,South East,London,Gold,12000.01,8
6238997,6,59,24,C,F,South East,S & S East,Silver,3260,7
1612623,12,70,32,D,F,Midlands,Midlands,Gold,6000,1
6224568,6,66,17,C,F,South East,London,Gold,5500,6
9574491,3,28,38,E,F,Midlands,Midlands,Silver,5000,3
7580516,8,64,23,C,F,North,Yorkshire,Silver,300,9
9627763,8,70,4,A,NA,Scottish,C Scotland,Platinum,30712.01,7
8560893,8,NA,41,E,F,South East,London,Silver,3000,21
2933985,15,32,47,F,F,South East,London,Tin,0.01,5
908703,7,64,5,B,M,Midlands,Wales & West,Gold,18000,4
4844985,11,60,14,B,M,South East,S & S East,Gold,12600,9
5868502,8,61,24,C,F,South East,S & S East,Gold,6000.01,8
6650963,7,NA,21,C,F,South East,London,Silver,1000,1
4034933,11,50,NA,NA,F,Midlands,Ulster,Silver,540,8
3229843,4,NA,22,C,M,South West,S West,Silver,3000,4
6817990,7,34,22,C,F,South East,London,Tin,0.01,5
8579804,7,53,52,F,NA,South East,London,Tin,0.01,8
4849544,5,72,3,A,M,Scottish,N Scot,Platinum,60138.81,27
7757753,9,47,38,E,F,Midlands,East,Silver,2400,8
9704441,NA,69,32,D,M,Midlands,Midlands,Platinum,30000,4
6135617,6,53,47,F,M,North,N West,Gold,9000,11
3261190,11,49,19,C,F,Midlands,Midlands,Gold,6000,8
341183,6,33,29,D,M,Midlands,Wales & West,Tin,0.01,5
9026450,6,57,52,F,NA,Scottish,C Scotland,Tin,0.01,7
5711755,11,65,52,F,U,South East,London,Gold,9400,9
3736943,9,61,24,C,F,Midlands,Wales & West,Silver,3000,7
2389916,10,30,32,D,F,Midlands,Midlands,Silver,50.01,4
8091217,11,41,6,B,F,South East,S & S East,Tin,0.01,5
225922,NA,37,35,D,F,Scottish,C Scotland,Tin,0.01,5
3172537,7,41,12,B,M,Scottish,C Scotland,Gold,6000,4
9546367,8,46,38,E,F,Midlands,Midlands,Silver,1000,5
7627234,NA,35,27,D,F,Midlands,East,Tin,0.01,5
2543353,7,76,37,E,F,North,N West,Silver,3426.88,23
7599897,7,NA,21,C,F,South East,London,Platinum,26000,11
3964512,6,52,22,C,M,NA,NA,Silver,5000,1
5570416,5,46,25,C,M,South East,London,Silver,20,10
228390,7,52,3,A,NA,South East,London,Silver,5000,1
2416767,10,26,17,C,F,North,N East,Silver,0.02,4
9100532,8,49,19,C,F,South East,London,Gold,6000,5
2328279,7,49,52,F,NA,Midlands,Midlands,Tin,0.01,5
4348913,14,56,52,F,F,Midlands,East,Tin,0.01,9
7168365,4,71,39,E,U,Midlands,Wales & West,Platinum,20692.79,3
2719569,7,49,2,A,NA,South East,S & S East,Tin,0.01,8
9843738,11,33,47,F,M,Midlands,Midlands,Tin,0.01,5
3226622,NA,31,19,C,F,Midlands,East,Silver,5000,2
5113547,9,NA,47,F,F,Scottish,C Scotland,Silver,1000,1
7754937,11,34,27,D,F,South East,London,Tin,0.01,5
6082157,5,75,14,B,U,South East,London,Tin,0.01,4
9583359,13,48,35,D,F,Midlands,East,Gold,7600,10
5857961,11,50,27,D,F,South East,S & S East,Tin,0.01,6
7333946,7,40,8,B,M,South East,London,Silver,2400,8
6635517,13,67,23,C,U,North,Yorkshire,Silver,1250,5
6300454,13,54,28,D,F,NA,NA,Silver,3000,5
5697735,11,35,38,E,M,Midlands,East,Tin,0.01,5
850304,6,43,4,A,F,North,Yorkshire,Tin,0.01,11
3820711,8,75,4,A,M,South East,S & S East,Gold,15000,4
5721840,5,66,4,A,F,Midlands,East,Gold,6000,1
4457680,6,43,27,D,F,Midlands,Midlands,Silver,1200,1
632523,8,42,8,B,F,South East,S & S East,Silver,500,1
8835195,17,57,3,A,F,South East,London,Tin,0.01,8
222890,8,47,34,D,F,South East,London,Tin,0.01,9
7309090,11,NA,27,D,F,South East,London,Tin,0.01,4
4869331,6,69,34,D,F,Midlands,East,Gold,8884.25,8
9470141,4,73,49,F,NA,Midlands,Wales & West,Silver,3017.63,27
5820534,9,41,37,E,F,NA,NA,Tin,0.01,4
8528882,11,54,53,F,NA,Midlands,Midlands,Silver,300,9
1628366,10,59,14,B,F,Scottish,Border,Silver,1000,4
7672169,8,67,52,F,M,Midlands,Midlands,Silver,3000,9
8485395,9,49,21,C,F,South East,London,Silver,300,8
1894721,10,68,23,C,F,Midlands,Wales & West,Gold,9000,8
2225993,13,43,27,D,F,North,N East,Silver,3000,2
6126830,12,35,23,C,M,Midlands,Midlands,Tin,0.01,9
1989826,10,33,52,F,F,North,Yorkshire,Tin,0.01,5
3245157,7,79,24,C,M,Scottish,Border,Gold,18500,12
2235259,4,NA,14,B,NA,South East,S & S East,Tin,0.01,8
3010457,9,60,12,B,M,North,N West,Gold,6000,2
2726599,10,60,NA,NA,M,South East,S & S East,Platinum,20639.2,3
5143654,5,76,35,D,F,Midlands,Wales & West,Gold,7000,7
9187850,10,NA,5,B,F,South East,S & S East,Gold,9000,14
6818946,7,47,49,F,F,North,N West,Silver,3000,8
8239392,14,61,6,B,U,South East,S & S East,Silver,3000,8
9973904,12,57,6,B,M,Midlands,Wales & West,Gold,6000,5
7075724,7,43,16,C,F,Scottish,N Scot,Silver,1020,4
9183534,12,33,50,F,M,South East,S & S East,Silver,100,1
4067718,11,48,4,A,M,North,N East,Silver,2000,1
2732496,7,60,35,D,U,North,N West,Gold,12000,5
2285741,12,46,51,F,F,North,Yorkshire,Tin,0.01,5
8964226,7,48,26,C,F,South East,London,Gold,6000,24
7868157,16,31,51,F,M,South East,London,Silver,420,5
8210724,12,41,47,F,F,Midlands,East,Gold,10884.25,12
1483456,7,47,12,B,F,Scottish,C Scotland,Tin,0.01,7
1884740,6,49,45,E,M,Midlands,Midlands,Silver,1980,1
3406673,9,37,54,F,NA,South East,London,Tin,0.01,6
6390241,8,54,4,A,U,North,N West,Silver,4885.03,8
3823649,7,70,25,C,U,North,N West,Platinum,30225,4
7116239,14,63,NA,NA,F,Midlands,Ulster,Silver,4830.76,4
7285127,10,39,52,F,F,Midlands,Midlands,Tin,0.01,4
4139231,7,47,51,F,M,Scottish,C Scotland,Gold,6000,1
4550563,3,78,30,D,NA,North,Yorkshire,Gold,9035.46,8
2855239,5,NA,19,C,U,South East,London,Tin,0.01,8
1042466,3,18,NA,NA,U,North,N West,Silver,600,1
5357940,5,73,43,E,NA,Midlands,Wales & West,Platinum,23963.97,8
4838505,5,72,14,B,F,NA,NA,Silver,5000,1
7784506,10,63,12,B,M,South East,London,Tin,0.01,8
2213239,9,46,53,F,F,North,Yorkshire,Silver,200.01,8
933415,7,47,34,D,M,Midlands,Midlands,Tin,0.01,9
7282337,NA,65,2,A,NA,South East,London,Gold,6000,2
9473259,NA,60,4,A,U,South East,London,Gold,18160.03,12
4842180,5,NA,52,F,F,Midlands,Wales & West,Silver,1500,8
5859123,7,NA,12,B,F,NA,NA,Gold,6000,2
1201266,8,65,16,C,NA,North,N West,Gold,16053.35,5
2467759,6,56,25,C,M,North,Yorkshire,Tin,0.01,7
7970501,12,43,25,C,M,NA,NA,Gold,10200,6
6408153,4,55,41,E,M,South East,London,Gold,6500,12
1041693,8,43,10,B,F,South East,London,Platinum,20724.34,3
5416740,15,58,18,C,F,Midlands,Midlands,Gold,19992.01,3
7311972,10,34,34,D,M,NA,NA,Tin,0.01,NA
5552356,7,42,53,F,F,North,Yorkshire,Silver,360,1
9258808,8,37,16,C,M,Midlands,Midlands,Tin,0.01,10
2396456,12,46,4,A,M,South East,London,Silver,2035.25,5
7158697,5,43,27,D,M,South East,London,Tin,0.01,8
5679577,7,44,25,C,F,Midlands,Midlands,Tin,0.01,5
5665763,6,NA,20,C,U,South East,London,Tin,0.01,5
4911561,5,NA,21,C,U,South East,London,Silver,420,4
6791685,8,65,1,A,U,Scottish,N Scot,Gold,5500,8
2890343,19,37,53,F,M,South West,S West,Tin,0.01,5
7150319,4,66,2,A,F,South East,S & S East,Gold,8400,8
8611891,10,43,24,C,M,Midlands,East,Tin,0.01,5
302391,6,69,1,A,F,South East,London,Gold,6000,2
4177366,10,64,NA,NA,NA,Midlands,Ulster,Tin,0.01,8
9183466,7,59,24,C,M,Midlands,Wales & West,Gold,6000,2
58725,NA,46,21,C,M,South East,London,Silver,1500,5
717910,10,NA,1,A,F,Scottish,C Scotland,Silver,4648.05,1
8060038,10,77,22,C,M,North,N West,Gold,6105.32,22
5182949,11,60,27,D,F,Midlands,East,Tin,0.01,8
8769984,6,50,53,F,M,North,Yorkshire,Gold,17035.88,4
5223516,4,71,10,B,M,South East,London,Silver,1000,27
6438755,8,69,1,A,M,Scottish,C Scotland,Silver,4000,4
2709003,11,55,5,B,M,North,N East,Gold,6000,2
8623028,9,51,19,C,F,Midlands,Midlands,Gold,7500,1
1077121,4,67,1,A,F,South East,London,Platinum,21506.85,3
9789345,NA,32,35,D,F,North,N West,Tin,0.01,5
5310739,7,NA,18,C,F,South East,S & S East,Silver,5000,15
4339725,10,67,13,B,M,South East,S & S East,Platinum,20666.88,3
8161815,8,60,25,C,F,North,Yorkshire,Tin,0.01,11
9150652,3,44,NA,NA,F,North,N East,Tin,0.01,6
4500698,6,58,19,C,F,Midlands,East,Gold,11700,2
8893010,16,34,35,D,F,South East,London,Tin,0.01,5
2681083,5,42,1,A,NA,South East,S & S East,Silver,300,11
3433189,7,65,25,C,F,North,N West,Platinum,22000.01,9
9131536,10,43,12,B,F,South East,London,Silver,1500,2
7911312,9,57,53,F,NA,Midlands,Midlands,Tin,0.01,9
8474225,9,70,38,E,F,Midlands,East,Silver,3000,25
7394003,8,47,38,E,M,South East,London,Silver,50.01,8
3476168,12,29,34,D,F,Midlands,East,Tin,0.01,5
6551130,4,NA,49,F,F,South West,S West,Silver,250.01,17
6269600,9,46,5,B,M,South East,S & S East,Tin,0.01,14
6513090,11,NA,16,C,F,South East,London,Gold,6000,1
5970779,4,56,25,C,M,North,N West,Gold,6000,9
3260578,13,NA,25,C,F,North,Yorkshire,Tin,0.01,4
8546895,7,47,33,D,NA,Midlands,East,Silver,1000,9
400855,10,65,25,C,F,Midlands,Midlands,Tin,0.01,7
6678970,12,59,44,E,M,South East,S & S East,Silver,1000,9
8277731,11,29,26,C,F,South East,London,Tin,0.01,4
3641054,5,61,8,B,M,North,Yorkshire,Silver,1000,4
6087233,8,46,27,D,F,South East,S & S East,Silver,900,9
9804900,8,39,35,D,NA,South East,London,Silver,50,10
1233718,9,77,24,C,U,South East,S & S East,Silver,1000,2
319514,8,42,32,D,F,NA,NA,Tin,0.01,5
9238500,7,62,28,D,NA,Scottish,N Scot,Silver,2000,7
6350471,8,60,46,F,NA,South East,London,Gold,18000,3
7412374,9,71,24,C,F,Midlands,Midlands,Gold,12000,5
1803464,10,45,28,D,M,North,Yorkshire,Silver,2650,1
4725760,13,36,54,F,F,Midlands,East,Tin,0.01,4
6665180,21,44,35,D,NA,North,N East,Silver,600,6
1231495,5,75,41,E,F,Midlands,Midlands,Gold,12000,8
3642625,11,38,32,D,F,Midlands,Midlands,Silver,500,9
835460,12,65,19,C,M,North,N West,Gold,6315,5
9260783,10,26,41,E,F,South East,London,Silver,50,5
384485,6,NA,22,C,M,Midlands,Midlands,Silver,2000,1
6950567,19,42,NA,NA,F,Midlands,Ulster,Platinum,47000,7
465070,8,51,41,E,M,South East,S & S East,Tin,0.01,5
7990059,4,48,19,C,F,North,N West,Silver,3200,1
8325708,18,35,46,F,F,South East,S & S East,Tin,0.01,5
5134526,13,NA,37,E,F,Midlands,Wales & West,Silver,5000,6
6202215,12,73,12,B,M,South East,London,Gold,9000,8
4177244,4,50,12,B,NA,Midlands,East,Tin,0.01,8
2463754,10,51,18,C,M,North,N West,Tin,0.01,4
5659333,12,NA,33,D,F,Midlands,Midlands,Silver,3000.01,9
4860402,6,33,27,D,NA,South East,London,Tin,0.01,5
2193803,10,60,27,D,M,North,N East,Gold,15000,9
4697924,12,41,52,F,F,Midlands,Midlands,Silver,3000,3
7459619,18,51,22,C,F,South East,London,Silver,636.57,6
2603271,7,64,4,A,M,South East,S & S East,Gold,13195.7,12
8241591,10,31,50,F,M,Midlands,Midlands,Tin,0.01,5
5303900,8,64,25,C,F,Midlands,Midlands,Gold,6545.51,4
6249581,4,53,8,B,U,North,N West,Silver,1000,33
3440930,7,NA,22,C,F,Midlands,Midlands,Tin,0.01,7
5674291,11,22,27,D,F,North,N West,Silver,360,6
8362880,10,51,13,B,M,South East,S & S East,Silver,3000,6
9654321,11,74,47,F,F,Scottish,C Scotland,Platinum,33266.31,9
4986092,7,69,8,B,M,South East,S & S East,Silver,4000,9
7099848,8,52,28,D,F,South East,London,Gold,10000,4
8466536,8,57,10,B,F,South East,S & S East,Silver,500,1
2674039,6,53,32,D,F,Midlands,Midlands,Gold,6000,2
4925267,6,67,16,C,F,Midlands,Midlands,Silver,3000,8
5763593,11,NA,34,D,F,South East,S & S East,Silver,500,10
7566335,11,39,NA,NA,F,Midlands,Ulster,Tin,0.01,8
3737100,7,53,1,A,F,South East,London,Silver,3205,6
5407605,15,38,7,B,F,South East,London,Silver,1600,4
3331862,15,67,52,F,F,Midlands,Midlands,Gold,5052.66,7
6930984,5,53,4,A,U,South East,London,Silver,3800,12
7621365,5,47,12,B,F,Scottish,N Scot,Tin,0.01,9
1200371,6,62,34,D,NA,NA,NA,Gold,6000,4
9040002,9,51,19,C,F,Midlands,East,Gold,12105.32,8
2584499,6,48,NA,NA,F,Midlands,Ulster,Gold,6053.35,6
8239432,19,33,51,F,F,South East,London,Tin,0.01,8
8950417,6,58,20,C,M,South East,London,Gold,5141.25,6
1115916,9,51,32,D,F,North,N East,Silver,3000,3
2052775,9,65,44,E,NA,NA,NA,Gold,8000,2
3479057,9,65,19,C,M,South East,S & S East,Tin,0.01,9
1146502,NA,45,9,B,M,South East,London,Silver,3000.01,7
6451102,5,44,52,F,NA,Midlands,Wales & West,Tin,0.01,8
330617,12,35,31,D,M,South East,London,Tin,0.01,5
7159326,11,33,51,F,F,North,N West,Silver,0.02,9
6472261,NA,51,8,B,F,South East,London,Tin,0.01,8
4194880,10,NA,52,F,NA,Midlands,East,Tin,0.01,5
1600039,11,NA,35,D,NA,North,Yorkshire,Silver,4000,2
9135981,14,33,31,D,F,South East,London,Silver,2000,8
708292,13,NA,28,D,F,Midlands,East,Tin,0.01,4
9759402,10,74,51,F,F,Scottish,C Scotland,Tin,0.01,5
6010856,10,29,52,F,F,Midlands,Wales & West,Silver,1500,2
1629320,6,66,32,D,M,Scottish,C Scotland,Silver,5000,14
1466505,4,79,14,B,M,South East,S & S East,Platinum,50093.63,0
1290379,10,68,49,F,U,South East,S & S East,Gold,14444.33,2
1845190,4,46,52,F,F,South East,London,Silver,1000,7
7869963,11,63,53,F,M,North,Yorkshire,Tin,0.01,8
6289651,16,49,28,D,F,South East,London,Gold,6807.84,9
2062673,12,NA,50,F,F,South East,London,Silver,420,1
464693,5,53,45,E,U,South West,S West,Tin,0.01,5
8082833,5,40,27,D,F,South East,S & S East,Silver,1250,5
5908365,9,41,1,A,NA,South East,London,Silver,3000,5
7560794,5,NA,51,F,F,Scottish,Border,Tin,0.01,9
4690340,5,NA,50,F,F,North,N West,Gold,12000,6
7047497,3,52,10,B,NA,South East,London,Silver,920,9
7780177,4,45,48,F,NA,South East,London,Tin,0.01,5
9592620,10,51,32,D,F,Midlands,Midlands,Tin,0.01,8
8965298,10,38,28,D,F,Midlands,East,Tin,0.01,4
6666457,9,33,47,F,F,South East,London,Tin,0.01,5
2522869,9,60,10,B,F,South East,London,Gold,6000,1
6860380,10,44,52,F,U,Midlands,East,Silver,100,10
6965042,6,44,12,B,F,Midlands,Wales & West,Tin,0.01,5
4143498,11,60,4,A,M,North,Yorkshire,Platinum,22111.63,30
2126720,10,52,22,C,F,North,N East,Tin,0.01,4
4859412,11,36,53,F,F,Midlands,Midlands,Gold,8000,5
3153892,NA,64,37,E,M,Midlands,East,Platinum,33477.04,8
2927485,12,51,19,C,F,Midlands,Midlands,Gold,6000,2
6907568,8,49,37,E,NA,NA,NA,Tin,0.01,5
5218605,2,70,8,B,F,South East,London,Silver,2500,4
6666182,5,NA,10,B,NA,South East,London,Silver,3000,3
8140361,3,60,53,F,F,Midlands,East,Silver,1000,6
1438301,NA,49,29,D,F,South East,London,Tin,0.01,4
782574,6,72,4,A,M,South East,London,Gold,16000,4
5483945,9,61,53,F,M,North,Yorkshire,Gold,6000,2
7163459,4,43,4,A,M,North,N West,Silver,2000,2
8873443,9,73,15,B,F,Midlands,East,Gold,6000,9
6760478,13,56,47,F,M,South West,S West,Tin,0.01,4
6288471,7,57,50,F,F,Midlands,East,Silver,2200,9
3617481,6,59,10,B,F,South East,London,Gold,11323.14,9
1043264,9,43,31,D,F,South East,London,Silver,3000.01,5
1322828,7,62,4,A,F,Midlands,Wales & West,Tin,0.01,9
3049225,7,38,38,E,F,Scottish,Border,Silver,30,2
740018,9,57,30,D,M,South East,S & S East,Platinum,30088.81,12
1416146,12,68,37,E,M,Midlands,East,Silver,2000,11
86485,11,63,41,E,F,Midlands,Wales & West,Gold,6053.35,6
5250043,9,36,NA,NA,F,South East,S & S East,Tin,0.01,8
2567284,9,NA,20,C,NA,Midlands,Wales & West,Silver,3000,1
7341562,11,57,25,C,F,Scottish,C Scotland,Tin,0.01,8
5931270,7,NA,25,C,NA,Scottish,Border,Tin,0.01,8
324772,8,64,33,D,F,South East,S & S East,Tin,0.01,7
2065702,10,77,29,D,NA,South East,London,Gold,8105.32,14
9154218,7,42,3,A,U,South East,London,Gold,9600,8
3424027,15,55,16,C,M,North,N East,Tin,0.01,5
9126650,9,40,37,E,F,North,Yorkshire,Tin,0.01,8
7515795,11,47,4,A,F,South East,London,Silver,500,8
7281785,6,52,1,A,M,North,N East,Silver,3000,8
4948450,5,41,3,A,F,South East,London,Platinum,27000,7
6084219,13,61,27,D,M,Midlands,East,Platinum,20326.3,8
9917609,7,55,33,D,M,North,N West,Tin,0.01,NA
8731425,4,76,11,B,F,South East,S & S East,Gold,14000,5
1479024,11,62,37,E,F,North,N East,Silver,1000,4
40152,10,66,25,C,F,South East,S & S East,Silver,4626.67,7
5041517,NA,45,5,B,NA,Midlands,Midlands,Silver,420,5
6386613,10,51,38,E,NA,South East,S & S East,Tin,0.01,8
8832964,11,51,51,F,F,North,N West,Silver,2000,1
8535901,8,62,52,F,M,Midlands,Midlands,Silver,5000,15
307892,10,49,22,C,F,North,N West,Tin,0.01,5
6548579,12,68,27,D,F,South East,London,Silver,50,7
4319600,10,57,41,E,F,North,N West,Gold,12000,8
6511010,7,42,41,E,F,South East,S & S East,Silver,3000,4
8457160,11,34,35,D,F,North,Yorkshire,Platinum,26156.44,6
5601476,13,69,1,A,U,South East,London,Silver,3000,8
5304830,7,74,45,E,F,Midlands,Midlands,Silver,3571.56,5
5223443,9,51,16,C,U,North,N East,Silver,300.01,10
8172622,9,NA,40,E,U,South East,London,Silver,4884.25,8
4681781,5,48,12,B,M,North,N East,Tin,0.01,5
2006681,8,63,12,B,F,Midlands,Midlands,Platinum,20679.68,3
1204253,8,71,24,C,NA,South East,London,Silver,3000,16
8811559,7,67,1,A,F,North,Yorkshire,Silver,3000,8
3743007,7,64,37,E,F,Midlands,Wales & West,Tin,0.01,8
5605798,6,70,25,C,U,South East,London,Platinum,27053.35,18
8689896,11,32,51,F,F,South East,London,Silver,5000,3
8253728,17,37,16,C,F,Midlands,Midlands,Silver,1020,5
9437966,4,66,NA,NA,F,North,N West,Silver,1000,9
9900600,8,51,22,C,F,South East,London,Tin,0.01,5
2221607,14,65,12,B,F,South East,S & S East,Silver,4884.25,9
3395899,23,36,19,C,F,South East,S & S East,Tin,0.01,8
7743396,7,65,22,C,F,South East,London,Gold,6000,2
6172866,7,73,44,E,U,South East,London,Silver,2000,4
7822973,5,52,28,D,F,South East,London,Gold,7500,3
8120559,10,65,23,C,F,North,N East,Silver,2000,5
1043891,10,48,49,F,NA,Midlands,Midlands,Tin,0.01,9
7979674,10,55,32,D,F,South East,London,Silver,50,6
2807759,NA,57,8,B,M,South East,S & S East,Platinum,21000,8
7964363,8,58,NA,NA,F,South East,London,Silver,100,1
2594574,7,47,26,C,F,South East,London,Silver,1500,1
7016571,20,51,27,D,F,Scottish,N Scot,Tin,0.01,5
1563210,8,70,14,B,F,South East,London,Gold,6000,4
3879770,8,65,34,D,F,Midlands,Midlands,Gold,10100,9
7008737,7,47,25,C,M,South East,London,Tin,0.01,4
1348629,6,63,53,F,F,North,Yorkshire,Gold,8500,7
9403703,16,67,9,B,M,South East,London,Gold,6105.32,8
4930527,8,46,32,D,F,North,N East,Silver,3000,8
8501181,6,27,32,D,M,Midlands,Midlands,Silver,2600,8
8800991,7,55,16,C,NA,North,Yorkshire,Platinum,20538.69,3
1093414,12,33,41,E,F,NA,NA,Gold,6000,2
287738,3,32,35,D,F,North,N West,Tin,0.01,5
3699512,5,NA,23,C,F,Midlands,East,Gold,6000,2
2952104,6,49,8,B,F,South East,London,Gold,6000,2
6650636,9,60,49,F,M,Midlands,Wales & West,Silver,4000,8
6852091,12,41,21,C,F,South East,London,Gold,6000,1
3853869,13,58,35,D,M,Midlands,East,Tin,0.01,8
348379,6,74,15,B,F,North,Yorkshire,Silver,1000,6
5392240,14,NA,36,E,F,South East,London,Tin,0.01,5
6077046,10,65,16,C,M,South East,S & S East,Silver,3000,1
8853143,11,65,25,C,U,Midlands,Midlands,Gold,6000,2
1047800,11,49,25,C,F,North,N West,Silver,1900,4
3685302,9,47,28,D,F,Midlands,Midlands,Tin,0.01,11
3081363,7,57,51,F,F,North,Yorkshire,Silver,4503.6,5
7398752,9,54,38,E,NA,South East,S & S East,Silver,1044.45,11
6139476,7,50,52,F,U,South East,London,Gold,5800,8
2348110,9,36,35,D,F,North,Yorkshire,Tin,0.01,8
2196982,8,47,49,F,F,Midlands,Midlands,Tin,0.01,6
4913971,13,55,29,D,U,South East,London,Silver,3000,6
4616933,7,72,44,E,F,Midlands,Midlands,Silver,2500,20
3149728,NA,74,11,B,M,Midlands,East,Gold,10317.38,12
9823644,10,50,30,D,F,South East,S & S East,Tin,0.01,5
22861,12,40,30,D,F,South West,S West,Tin,0.01,8
4252471,5,47,1,A,U,South East,London,Gold,6000,2
5107063,5,71,38,E,F,South East,London,Gold,5200,12
8481394,9,73,49,F,M,South West,S West,Gold,8551.81,8
9690101,NA,49,10,B,M,Midlands,Midlands,Silver,150,3
6173773,5,68,37,E,U,Midlands,Wales & West,Gold,8202.77,11
1901500,4,74,25,C,F,South East,London,Gold,10500,11
